DEBUG: 0	1.570796	6.283185	12.000000	0.000000
DEBUG: 1	1.570796	6.279895	12.000000	0.000000
DEBUG: 2	1.570796	6.268708	12.000000	0.000000
DEBUG: 3	1.570796	6.251598	12.000000	0.000000
DEBUG: 4	1.569262	6.230540	12.000000	0.007144
DEBUG: 5	1.566194	6.206850	12.000000	0.026791
DEBUG: 6	1.561592	6.181844	12.000000	0.058207
DEBUG: 7	1.555457	6.155521	12.000000	0.089623
DEBUG: 8	1.547787	6.129857	12.000000	0.121039
DEBUG: 9	1.540117	6.104192	12.000000	0.152455
DEBUG: 10	1.532447	6.079186	12.000000	0.183871
DEBUG: 11	1.524777	6.054179	12.000000	0.215287
DEBUG: 12	1.515573	6.030489	12.000000	0.246703
DEBUG: 13	1.506369	6.007457	12.000000	0.278119
DEBUG: 14	1.497165	5.985083	12.000000	0.309535
DEBUG: 15	1.486427	5.962709	12.000000	0.340951
DEBUG: 16	1.477223	5.940993	12.000000	0.372367
DEBUG: 17	1.469554	5.920593	12.000000	0.403783
DEBUG: 18	1.461884	5.900193	12.000000	0.435198
DEBUG: 19	1.454214	5.880451	12.000000	0.466614
DEBUG: 20	1.448078	5.861367	12.000000	0.498030
DEBUG: 21	1.441942	5.842283	12.000000	0.529446
DEBUG: 22	1.437340	5.821883	12.000000	0.560862
DEBUG: 23	1.432738	5.798851	12.000000	0.592278
DEBUG: 24	1.429670	5.774503	12.000000	0.623694
DEBUG: 25	1.428136	5.749496	12.000000	0.649226
DEBUG: 26	1.425068	5.723832	12.000000	0.680642
DEBUG: 27	1.423534	5.696193	12.000000	0.706173
DEBUG: 28	1.420466	5.669213	12.000000	0.737589
DEBUG: 29	1.415864	5.642232	12.000000	0.769005
DEBUG: 30	1.411262	5.614593	12.000000	0.800421
DEBUG: 31	1.405126	5.587613	12.000000	0.831837
DEBUG: 32	1.397456	5.560632	12.000000	0.863253
DEBUG: 33	1.388253	5.534310	12.000000	0.894669
DEBUG: 34	1.379049	5.507987	12.000000	0.926085
DEBUG: 35	1.371379	5.482323	12.000000	0.957501
DEBUG: 36	1.362175	5.457316	12.000000	0.988916
DEBUG: 37	1.352971	5.432968	12.000000	1.020332
DEBUG: 38	1.342233	5.409278	12.000000	1.051748
DEBUG: 39	1.333029	5.386245	12.000000	1.083164
DEBUG: 40	1.323825	5.363213	12.000000	1.114580
DEBUG: 41	1.314622	5.341497	12.000000	1.145996
DEBUG: 42	1.305418	5.319781	12.000000	1.177412
DEBUG: 43	1.299282	5.298723	12.000000	1.208828
DEBUG: 44	1.293146	5.278323	12.000000	1.240244
DEBUG: 45	1.287010	5.257923	12.000000	1.271660
DEBUG: 46	1.280874	5.238839	12.000000	1.303076
DEBUG: 47	1.276272	5.219756	12.000000	1.334492
DEBUG: 48	1.273204	5.201330	12.000000	1.365908
DEBUG: 49	1.270136	5.183562	12.000000	1.397324
DEBUG: 50	1.267068	5.165794	12.000000	1.428740
DEBUG: 51	1.265534	5.148685	12.000000	1.460155
DEBUG: 52	1.264000	5.132233	12.000000	1.491571
DEBUG: 53	1.260932	5.116440	12.000000	1.522987
DEBUG: 54	1.259398	5.100646	12.000000	1.554403
DEBUG: 55	1.256330	5.086169	12.000000	1.585819
DEBUG: 56	1.253262	5.071691	12.000000	1.617235
DEBUG: 57	1.250194	5.054582	12.000000	1.648651
DEBUG: 58	1.247126	5.032866	12.000000	1.680067
DEBUG: 59	1.244058	5.009175	12.000000	1.711483
DEBUG: 60	1.239456	4.984169	12.000000	1.742899
DEBUG: 61	1.234855	4.957846	12.000000	1.774315
DEBUG: 62	1.228719	4.931524	12.000000	1.805731
DEBUG: 63	1.221049	4.905201	12.000000	1.837147
DEBUG: 64	1.213379	4.879537	11.954352	1.868563
DEBUG: 65	1.205709	4.854531	11.863108	1.899978
