DEBUG: 0	1.520175	6.086424	12.000000	-0.031416
DEBUG: 1	1.520175	6.083792	12.000000	-0.062832
DEBUG: 2	1.520175	6.071947	12.000000	-0.094248
DEBUG: 3	1.520175	6.054837	12.000000	-0.125664
DEBUG: 4	1.518641	6.033779	12.000000	-0.140973
DEBUG: 5	1.514039	6.010747	12.000000	-0.140973
DEBUG: 6	1.504835	5.986399	12.000000	-0.140973
DEBUG: 7	1.497165	5.960076	12.000000	-0.140973
DEBUG: 8	1.489495	5.934412	12.000000	-0.140973
DEBUG: 9	1.484893	5.909406	12.000000	-0.140973
DEBUG: 10	1.480291	5.884399	12.000000	-0.140973
DEBUG: 11	1.474156	5.860051	12.000000	-0.140973
DEBUG: 12	1.468020	5.837019	12.000000	-0.140973
DEBUG: 13	1.461884	5.814644	12.000000	-0.140973
DEBUG: 14	1.457282	5.792270	12.000000	-0.140973
DEBUG: 15	1.452680	5.771212	12.000000	-0.140973
DEBUG: 16	1.448078	5.750154	12.000000	-0.140973
DEBUG: 17	1.443476	5.727780	12.000000	-0.140973
DEBUG: 18	1.438874	5.706722	12.000000	-0.140973
DEBUG: 19	1.432738	5.693561	12.000000	-0.140973
DEBUG: 20	1.429670	5.679083	12.000000	-0.146017
DEBUG: 21	1.426602	5.660000	12.000000	-0.151060
DEBUG: 22	1.420466	5.638284	12.000000	-0.151060
DEBUG: 23	1.414330	5.613935	12.000000	-0.151060
DEBUG: 24	1.408194	5.588929	12.000000	-0.151060
DEBUG: 25	1.402058	5.562606	12.000000	-0.151060
DEBUG: 26	1.397456	5.536942	12.000000	-0.151060
DEBUG: 27	1.391321	5.511935	12.000000	-0.151060
DEBUG: 28	1.385185	5.486929	12.000000	-0.151060
DEBUG: 29	1.379049	5.463239	12.000000	-0.151060
DEBUG: 30	1.371379	5.440207	12.000000	-0.151060
DEBUG: 31	1.366777	5.417832	12.000000	-0.151060
DEBUG: 32	1.360641	5.396116	12.000000	-0.151060
DEBUG: 33	1.354505	5.375058	12.000000	-0.151060
DEBUG: 34	1.349903	5.354658	12.000000	-0.151060
DEBUG: 35	1.343767	5.334258	12.000000	-0.151060
DEBUG: 36	1.339165	5.315175	12.000000	-0.151060
DEBUG: 37	1.336097	5.296091	12.000000	-0.156104
DEBUG: 38	1.333029	5.278323	12.000000	-0.161148
