DEBUG: 0	0.000000	0.003290	-0.329400
DEBUG: 1	0.000000	0.011187	-0.811178
DEBUG: 2	0.000000	0.015794	-0.448194
DEBUG: 3	0.000000	0.019084	-0.290383
DEBUG: 4	0.000000	0.020400	-0.057421
DEBUG: 5	0.000000	0.021058	0.038057
DEBUG: 6	0.000000	0.021716	0.063880
DEBUG: 7	0.000000	0.021716	0.161176
DEBUG: 8	0.000000	0.021716	0.188817
DEBUG: 9	0.000000	0.021716	0.216458
DEBUG: 10	0.000000	0.021716	0.244099
DEBUG: 11	0.000000	0.021716	0.271740
DEBUG: 12	0.000000	0.021716	0.299380
DEBUG: 13	0.000000	0.021716	0.327021
DEBUG: 14	0.000000	0.021716	0.354662
DEBUG: 15	0.000000	0.021716	0.382303
DEBUG: 16	0.000000	0.021716	0.409943
DEBUG: 17	0.000000	0.021716	0.437584
DEBUG: 18	0.000000	0.021716	0.465224
DEBUG: 19	0.000000	0.021716	0.492864
DEBUG: 20	0.000000	0.021716	0.520504
DEBUG: 21	0.000000	0.021716	0.548145
DEBUG: 22	0.000000	0.021716	0.575785
DEBUG: 23	0.000000	0.021716	0.603425
DEBUG: 24	0.000000	0.021716	0.631065
DEBUG: 25	0.000000	0.021716	0.658704
DEBUG: 26	0.000000	0.021716	0.686344
DEBUG: 27	0.000000	0.021716	0.713984
DEBUG: 28	0.000000	0.021716	0.741624
DEBUG: 29	0.000000	0.021716	0.769263
DEBUG: 30	0.000000	0.021716	0.796903
DEBUG: 31	0.000000	0.021716	0.824543
DEBUG: 32	0.000000	0.021716	0.852182
DEBUG: 33	0.000000	0.021716	0.879822
DEBUG: 34	0.000000	0.021716	0.907461
DEBUG: 35	0.000000	0.021716	0.935101
DEBUG: 36	0.000000	0.021716	0.962740
DEBUG: 37	0.000000	0.021716	0.990380
DEBUG: 38	0.000000	0.021716	1.018020
DEBUG: 39	0.000000	0.021716	1.045660
DEBUG: 40	0.000000	0.021716	1.073300
DEBUG: 41	0.000000	0.021716	1.100940
DEBUG: 42	0.000000	0.021716	1.128580
